timestamp,time,timestamp6,time2,timestamp2,time3,timestamp3,time9
1745967679.797,0.052001237869262695,1745967679.797,0.052001237869262695,1745967679.797,0.052001237869262695,1745967679.797,0.052001237869262695
1745967680.063,0.31882619857788086,1745967680.063,0.31882619857788086,1745967680.063,0.31882619857788086,1745967680.063,0.31882619857788086
1745967680.325,0.5801215171813965,1745967680.325,0.5801215171813965,1745967680.325,0.5801215171813965,1745967680.325,0.5801215171813965
1745967680.575,0.8305723667144775,1745967680.575,0.8305723667144775,1745967680.575,0.8305723667144775,1745967680.575,0.8305723667144775
1745967680.808,1.063746690750122,1745967680.808,1.063746690750122,1745967680.808,1.063746690750122,1745967680.808,1.063746690750122
1745967681.085,1.3405828475952148,1745967681.085,1.3405828475952148,1745967681.085,1.3405828475952148,1745967681.085,1.3405828475952148
1745967681.348,1.6036176681518555,1745967681.348,1.6036176681518555,1745967681.348,1.6036176681518555,1745967681.348,1.6036176681518555
1745967681.597,1.8526291847229004,1745967681.597,1.8526291847229004,1745967681.597,1.8526291847229004,1745967681.597,1.8526291847229004
1745967681.859,2.1142642498016357,1745967681.859,2.1142642498016357,1745967681.859,2.1142642498016357,1745967681.859,2.1142642498016357
1745967682.124,2.3790149688720703,1745967682.124,2.3790149688720703,1745967682.124,2.3790149688720703,1745967682.124,2.3790149688720703
1745967682.387,2.6427063941955566,1745967682.387,2.6427063941955566,1745967682.387,2.6427063941955566,1745967682.387,2.6427063941955566
1745967682.637,2.892212390899658,1745967682.637,2.892212390899658,1745967682.637,2.892212390899658,1745967682.637,2.892212390899658
1745967682.902,3.156994104385376,1745967682.902,3.156994104385376,1745967682.902,3.156994104385376,1745967682.902,3.156994104385376
1745967683.151,3.4065511226654053,1745967683.151,3.4065511226654053,1745967683.151,3.4065511226654053,1745967683.151,3.4065511226654053
1745967683.415,3.6702682971954346,1745967683.415,3.6702682971954346,1745967683.415,3.6702682971954346,1745967683.415,3.6702682971954346
