timestamp,time,timestamp6,time2,timestamp2,time3,timestamp3,time9
1746055520.008,0.051999568939208984,1746055520.008,0.051999568939208984,1746055520.008,0.051999568939208984,1746055520.008,0.051999568939208984
1746055520.278,0.32199907302856445,1746055520.278,0.32199907302856445,1746055520.278,0.32199907302856445,1746055520.278,0.32199907302856445
1746055520.526,0.570002555847168,1746055520.526,0.570002555847168,1746055520.526,0.570002555847168,1746055520.526,0.570002555847168
1746055520.773,0.8169991970062256,1746055520.773,0.8169991970062256,1746055520.773,0.8169991970062256,1746055520.773,0.8169991970062256
1746055521.022,1.0659985542297363,1746055521.022,1.0659985542297363,1746055521.022,1.0659985542297363,1746055521.022,1.0659985542297363
1746055521.283,1.3267829418182373,1746055521.283,1.3267829418182373,1746055521.283,1.3267829418182373,1746055521.283,1.3267829418182373
1746055521.562,1.6058471202850342,1746055521.562,1.6058471202850342,1746055521.562,1.6058471202850342,1746055521.562,1.6058471202850342
1746055521.809,1.852813720703125,1746055521.809,1.852813720703125,1746055521.809,1.852813720703125,1746055521.809,1.852813720703125
1746055522.059,2.1030232906341553,1746055522.059,2.1030232906341553,1746055522.059,2.1030232906341553,1746055522.059,2.1030232906341553
1746055522.32,2.3632471561431885,1746055522.32,2.3632471561431885,1746055522.32,2.3632471561431885,1746055522.32,2.3632471561431885
1746055522.582,2.626086473464966,1746055522.582,2.626086473464966,1746055522.582,2.626086473464966,1746055522.582,2.626086473464966
1746055522.847,2.890897512435913,1746055522.847,2.890897512435913,1746055522.847,2.890897512435913,1746055522.847,2.890897512435913
1746055523.11,3.153203248977661,1746055523.11,3.153203248977661,1746055523.11,3.153203248977661,1746055523.11,3.153203248977661
1746055523.33,3.373263120651245,1746055523.33,3.373263120651245,1746055523.33,3.373263120651245,1746055523.33,3.373263120651245
1746055523.609,3.6523993015289307,1746055523.609,3.6523993015289307,1746055523.609,3.6523993015289307,1746055523.609,3.6523993015289307
1746055523.857,3.900362730026245,1746055523.857,3.900362730026245,1746055523.857,3.900362730026245,1746055523.857,3.900362730026245
1746055524.106,4.15008807182312,1746055524.106,4.15008807182312,1746055524.106,4.15008807182312,1746055524.106,4.15008807182312
1746055524.37,4.413143157958984,1746055524.37,4.413143157958984,1746055524.37,4.413143157958984,1746055524.37,4.413143157958984
1746055524.62,4.663357496261597,1746055524.62,4.663357496261597,1746055524.62,4.663357496261597,1746055524.62,4.663357496261597
1746055524.885,4.929118871688843,1746055524.885,4.929118871688843,1746055524.885,4.929118871688843,1746055524.885,4.929118871688843
1746055525.149,5.192160129547119,1746055525.149,5.192160129547119,1746055525.149,5.192160129547119,1746055525.149,5.192160129547119
1746055525.412,5.4557294845581055,1746055525.412,5.4557294845581055,1746055525.412,5.4557294845581055,1746055525.412,5.4557294845581055
1746055525.664,5.707139730453491,1746055525.664,5.707139730453491,1746055525.664,5.707139730453491,1746055525.664,5.707139730453491
